index;name;construction_period_start;construction_period_end;building_categories_index;building_life_time_index;number_of_dwellings_per_building;number_of_persons_per_dwelling;length_of_building;width_of_building;number_of_floors;room_height;building_geometry_special_index;percentage_of_building_surface_attached_length;percentage_of_building_surface_attached_width;share_of_window_area_on_gross_surface_area;share_of_windows_oriented_to_south;share_of_windows_oriented_to_north;gebaudebauweise_fbw;horizontal_shading_building;renovation_facade_year_start;renovation_facade_year_end;f_x3_facade;f_x2_facade;f_x1_facade;f_x0_facade;renovation_windows_year_start;renovation_windows_year_end;f_x3_windows;f_x2_windows;f_x1_windows;f_x0_windows;envelope_quality_def_index;mech_ventilation_system_index;user_profiles_index;climate_region_index;agent_mixes_index;bc_specific_userfactor;INPUT_DATA_STOP;grossfloor_area;heated_area;total_vertical_surface_area;aewd;areafloor;areawindows;areadoors;area_suitable_solar;grossvolume;heatedvolume;heated_norm_volume;characteristic_length;A_V_ratio;LEK;hwb;hwb_norm;hlpb;orig_hlpb;hlpb_dhw;t_indoor_eff_factor;effective_indoor_temp_jan;prev_index;last_action;last_action_year;mean_construction_period;uedh_sh_norm;uedh_sh_effective;uedh_sh_original;ued_dhw;climate_change_factor1;uedh_sh_climate1;climate_change_factor1a;uedh_sh_climate1a;climate_change_factor1b;uedh_sh_climate1b;climate_change_factor2;uedh_sh_climate2;ued_cool;ued_cool_climate1;ued_cool_climate1a;ued_cool_climate1b;ued_cool_climate2;ued_cool_no_int_gains;uedh_sh_savings_mech_vent;effective_heating_hours;effective_operation_hours_solar;boiler_operation_hours_dhw;distribution_operation_hours_dhw;rand_number_1;rand_number_2;rand_number_3;u_value_ceiling;u_value_exterior_walls;u_value_windows1;u_value_windows2;u_value_roof;u_value_zangendecke;u_value_floor;seam_loss_windows;n_50;envelope_quality_add_data_idx;add_building_life_time;facade_life_time_factor;windows_life_time_factor;envelope_lifetime_index;trans_loss_walls;trans_loss_ceil;trans_loss_wind;trans_loss_doors;trans_loss_floor;trans_loss_therm_bridge;trans_loss_ventilation;total_heat_losses;uedh_sh_effective_gains;uedh_sh_effective_gains_solar;uedh_sh_effective_gains_lighting;uedh_sh_effective_gains_internal_other;uedh_sh_effective_gains_internal_people;uedh_sh_norm_gains_solar_transparent;ued_cool_gains_solar_transparent;ued_cool_gains_solar_opaque;ued_cool_gains_lighting;ued_cool_gains_internal_other;ued_cool_gains_internal_people;internal_cool_gains_lighting;internal_gains_lighting;internal_cool_gains_other_appliances;internal_gains_other_appliances;internal_cool_gains_people;internal_gains_people;uedh_sh_effective_losses_before_gains;estimated_electricity_internal_gains;estimated_electricity_not_internal_gains;uedh_sh_effective_jan;uedh_sh_effective_feb;uedh_sh_effective_mar;uedh_sh_effective_apr;uedh_sh_effective_may;uedh_sh_effective_jun;uedh_sh_effective_jul;uedh_sh_effective_aug;uedh_sh_effective_sep;uedh_sh_effective_oct;uedh_sh_effective_nov;uedh_sh_effective_dec;uedh_sh_effective_gains_solar_jan;uedh_sh_effective_gains_solar_feb;uedh_sh_effective_gains_solar_mar;uedh_sh_effective_gains_solar_apr;uedh_sh_effective_gains_solar_may;uedh_sh_effective_gains_solar_jun;uedh_sh_effective_gains_solar_jul;uedh_sh_effective_gains_solar_aug;uedh_sh_effective_gains_solar_sep;uedh_sh_effective_gains_solar_oct;uedh_sh_effective_gains_solar_nov;uedh_sh_effective_gains_solar_dec;annual_mech_vent_volume_heat_recovery_mode;annual_mech_vent_volume_non_heat_recovery_mode;ued_cooling_jan;ued_cooling_feb;ued_cooling_mar;ued_cooling_apr;ued_cooling_may;ued_cooling_jun;ued_cooling_jul;ued_cooling_aug;ued_cooling_sep;ued_cooling_oct;ued_cooling_nov;ued_cooling_dec;renovation_inv_costs;of_which_maintenance_inv_costs_part;target_hwb;target_hwb_asterix;hwb_lc_factor;target_hwb_u_value_adoption_factor;hwb_original_u_values_using_days;hwb_using_days;average_effective_area_wind_west_east_red_cool;average_effective_area_wind_south_red_cool;average_effective_area_wind_north_red_cool;spec_int_gains_cool_watt;immissionFlaeche_sommer_nachweis_B8110_3;immissionsflaechenbezogenerLuftwechsel_sommer_nachweis_B8110_3;erforderliche_speicherwirksameMasse_sommer_nachweis_B8110_3;immissionsflaechenbezogene_speicherwirksameMasse_sommer_nachweis_B8110_3;heatstoragemass_ratio_sommer_nachweis_B8110_3;start_refurb_obligation_year;is_unrefurbished;deep_refurb_level;delta_hwb_refurb;average_hwb_unrefurbished_simulation_start;average_hwb_unrefurbished_current_period;hwb_ref_climate_zone;is_unrefurbished_age_not_considered;cum_inv_env_exist_build;cum_sub_env_exist_build
334;OFF_RB_CD_1945-1970_ren_1952-1970_clr_11;1945;1970;15;1;2.299999952;3;30.76367378;12.81819725;4;3.299999952;1;0;0.352941185;0.170000002;0.300000012;0.200000003;30;0.75;1952;1970;3.80E-05;-0.000148234;0.001117441;0.000504171;1952;1970;3.80E-05;-0.000148234;0.001117441;0.000504171;336;1;5;1;13;0;0;1577.339355;1261.87146;1255.157837;911.487793;394.3348389;213.3768311;0;157.7339325;5678.421387;4164.175781;3280.865723;2.967504263;0.336983502;71.61304474;149.9064331;149.9064331;108.2975769;108.2975769;15.68027496;1;20;334;no action;0;0;236453.3281;236453.3281;236453.3281;3712.662354;0.879304588;213743.0625;0.958808482;228544.5;0.918616891;220988.0313;1.034867525;243285.1719;30144.86523;38601.78125;32789.17578;35605.91797;30352.50195;13365.05566;0;2183.366943;1129.800049;473.5455627;3228;0.534957588;0.61114645;0.670553148;0.796458304;1.294244766;2.488932133;0;50;0;1.592916608;3.700000048;1.600000024;1;0;1;1;1;1179.688354;314.0712585;531.0804443;0;439.6997681;246.4539795;570.7510986;3281.744629;88113.51563;35861.86719;16420.89844;33452.01953;0;77674.17188;11935.97168;1441.331299;5533.480469;11234.08105;0;40733.21094;20366.60547;82904.96094;41452.48047;0;0;324566.875;92728.63281;0;46733.91016;37372.62891;30341.2832;16421.18555;4757.543457;771.3226929;13.56405163;71.11567688;5049.303711;17827.2168;32536.5957;44557.66797;1384.997925;2110.358154;3139.372803;3836.698486;4371.492676;4369.556152;4449.288086;4038.253174;3230.234863;2459.70166;1375.263916;1096.651978;0;0;90.70357513;150.392868;389.2643433;1078.826172;3432.986816;6385.464844;8352.460938;6713.793457;2573.439453;714.1955566;174.2185822;89.11772156;0;0;154.151474;0;0;0.999975979;154.8698883;154.1556702;46.1085968;27.66516113;18.44343948;17.5;76.49478912;136.0934448;2000;4212.694824;2.106347322;0;1;25.52360535;0;149.3294067;149.3294067;149.9101868;1;0;0
335;OFF_RB_CD_gen2_1945-1970_ren_1971-1994_clr_11;1945;1970;15;1;2.299999952;3;30.76367378;12.81819725;4;3.299999952;1;0;0.352941185;0.170000002;0.300000012;0.200000003;30;0.75;1971;1994;-9.99E-06;0.00034708;0.00049177;0.005190048;1971;1994;-9.99E-06;0.00034708;0.00049177;0.005190048;337;1;5;1;13;0;0;1577.339355;1261.87146;1255.157837;911.487793;394.3348389;213.3768311;0;157.7339325;5678.421387;4164.175781;3280.865723;2.967504263;0.336983502;71.63928986;149.901413;149.901413;108.3303528;108.3303528;15.68027496;1;20;335;no action;0;0;236445.4063;236445.4063;236445.4063;3712.662354;0.879304588;213912.4063;0.958808482;228599.5;0.918616891;221101.9688;1.034867525;243221.7188;30421.86133;38857.83984;33062.79688;35872.66016;30650.82031;13658.06348;0;2182.632813;1129.800049;473.5455627;3228;0.712790787;0.361154795;0.145812556;0.840203166;1.365330219;1.995482683;0;50;0;1.680406332;3.700000048;1.600000024;1;0;1;1;1;1244.481812;331.3213806;425.7897644;0;463.8499451;246.5442963;570.7510986;3282.738281;88215.14844;35847.41797;16416.4375;33442.94922;0;77565.21094;12013.67676;1530.501953;5569.806152;11307.87793;0;40733.21094;20366.60547;82904.96094;41452.48047;0;0;324660.5625;92728.63281;0;46742.75781;37375.35938;30337.67969;16411.64648;4749.268066;769.1553955;13.51912975;70.89903259;5043.026367;17823.53711;32541.35938;44567.1875;1384.439941;2109.507813;3138.10791;3835.152588;4369.731445;4367.79541;4447.495605;4036.626221;3228.93335;2458.710693;1374.709839;1096.210083;0;0;91.4546814;151.828476;392.8980713;1090.453491;3469.954346;6447.516602;8415.844727;6769.837891;2603.786133;722.3452148;176.040329;89.90159607;0;0;154.151474;0;0;1.000270247;146.4324493;154.1042175;46.1085968;27.66516113;18.44343948;17.5;76.49478912;136.0934448;2000;4212.694824;2.106347322;0;0.429541588;25.52360535;0;149.3294067;149.3294067;149.8595581;1;0;0
336;OFF_RB_CD_gen3_1945-1970_ren_1995-2004_clr_11;1945;1970;15;1;2.299999952;3;30.76367378;12.81819725;4;3.299999952;1;0;0.352941185;0.170000002;0.300000012;0.200000003;30;0.75;1995;2004;8.57E-06;-0.000273168;0.000508278;0.103761837;1995;2004;8.57E-06;-0.000273168;0.000508278;0.103761837;338;1;5;1;13;0;0;1577.339355;1261.87146;1255.157837;911.487793;394.3348389;213.3768311;0;157.7339325;5678.421387;4164.175781;3280.865723;2.967504263;0.336983502;71.53237915;149.9014435;149.9014435;108.1967926;108.1967926;15.68027496;1;20;336;no action;0;0;236445.4531;236445.4531;236445.4531;3712.662354;0.879304588;214166.2656;0.958808482;228689.625;0.918616891;221276.5156;1.034867525;243142.5938;30054.02734;38355.91406;32651.37305;35416.41797;30269.14258;13189.83496;0;2185.327637;1129.800049;473.5455627;3228;0.303305179;0.915673852;0.152111053;0.676539361;1.465835094;1.691348314;0;50;0;1.804104805;3.700000048;1.600000024;1;0;1;1;1;1336.09082;266.7830505;360.8945313;0;497.9949341;246.1763458;570.7510986;3278.690918;87833.41406;35901.03125;16432.98633;33476.59766;0;77964.3125;11880.0127;1478.171631;5509.822266;11186.02051;0;40733.21094;20366.60547;82904.96094;41452.48047;0;0;324278.8438;92728.63281;0;46704.48047;37360.82031;30347.31445;16444.82422;4779.125488;776.9987793;13.68070316;71.67357635;5065.400879;17834.77148;32519.7168;44526.63672;1386.510498;2112.662842;3142.80127;3840.888428;4376.266602;4374.328125;4454.146973;4042.66333;3233.762451;2462.387695;1376.765747;1097.849609;0;0;92.49432373;152.7007904;392.3766785;1079.375488;3414.317139;6346.116211;8332.466797;6697.635254;2562.498535;716.4943848;176.6677704;90.88372803;0;0;154.151474;0;0;1.000643611;135.9307709;154.0391388;46.1085968;27.66516113;18.44343948;17.5;76.49478912;136.0934448;2000;4212.694824;2.106347322;0;0;25.52360535;0;149.3294067;149.3294067;149.8017883;1;0;0
337;OFF_RB_CD_gen4_1945-1970_ren_2005-2011_clr_11;1945;1970;15;1;2.299999952;3;30.76367378;12.81819725;4;3.299999952;1;0;0.352941185;0.170000002;0.300000012;0.200000003;30;0.75;2005;2011;9.88E-06;5.25E-05;-0.004013513;0.153592557;2005;2011;9.88E-06;5.25E-05;-0.004013513;0.153592557;339;1;5;1;13;0;0;1577.339355;1261.87146;1255.157837;911.487793;394.3348389;213.3768311;0;157.7339325;5678.421387;4164.175781;3280.865723;2.967504263;0.336983502;53.7706871;111.540184;111.540184;86.00795746;86.00795746;15.68027496;1;20;337;no action;0;0;175936.7188;175936.7188;175936.7188;3712.662354;0.879304588;159540.2188;0.958808482;170232.25;0.918616891;164775.125;1.034867525;180855.125;32077.25195;40530.91016;34754.33594;37571.44141;32685.44922;16802.0918;0;2045.58667;1129.800049;473.5455627;3228;0.019296089;0.974101067;0.899077237;0.642716706;0.856955588;1.606791615;0;50;0;1.713911176;3.700000048;1.600000024;1;0;1;1;1;781.1045532;253.4455872;342.8521118;0;473.0984192;185.0500793;570.7510986;2606.301758;84932.0625;34476.44922;16004.7793;32606.24023;0;57221.55469;12912.94434;1109.275269;5958.14209;12096.88965;0;40733.21094;20366.60547;82904.96094;41452.48047;0;0;260868.7656;92728.63281;0;36156.41406;28549.21094;22517.55859;11265.05469;2462.614746;259.8865967;2.053364515;14.56827259;2767.298828;12671.46094;24785.80078;34484.79297;1331.492676;2028.830566;3018.092285;3688.479004;4202.612793;4200.750977;4277.402832;3882.247314;3105.444092;2364.678223;1322.134644;1054.286011;0;0;70.68869781;125.0266953;358.7032166;1106.449829;3801.931885;7076.447266;8750.961914;7051.02002;2812.612061;706.250061;147.7113037;69.44839478;0;0;114.1862869;0;0;1.000626445;106.2856979;114.1034698;46.1085968;27.66516113;18.44343948;17.5;76.49478912;136.0934448;2000;4212.694824;2.106347322;0;0;25.52360535;0;149.3294067;149.3294067;111.4685898;1;0;0
338;OFF_RB_E_1971-1980_ren_1971-1980_clr_11;1971;1980;15;1;2.299999952;3;31;13;4;2.900000095;1;0;0.352272719;0.170000002;0.300000012;0.200000003;30;0.75;1971;1980;-1.38E-05;0.000184663;0.008225169;0.060521454;1971;1980;-1.38E-05;0.000184663;0.008225169;0.060521454;340;1;5;1;13;0;0;1612;1289.599976;1126.400024;817.6756592;403;191.4880066;0;161.1999969;5158.399902;3739.840088;3352.959717;2.841837406;0.351885021;70.16650391;132.2576599;132.2576599;98.87698364;98.87698364;15.920681;1;20;338;no action;0;0;213199.3438;213199.3438;213199.3438;3794.245361;0.879304588;192237.1563;0.958808482;205896.3125;0.918616891;198921.375;1.034867525;219509.6875;31030.50586;39348.11719;33638.69531;36409.08984;31349.11914;12814.45801;0;2156.208008;1129.800049;476.6436157;3228;0.247828394;0.712051272;0.051216602;0.8127231;1.320675015;2.234988451;0;50;0;1.269879818;2;1.600000024;1;0;1;1;1;1079.883789;327.5274048;427.9734802;0;358.2330933;219.3617706;583.2928467;2996.272461;84777.15625;31791.93945;16638.7207;33896.26563;0;64140.30469;11323.13574;1475.214478;6016.292969;12215.86328;0;41628.28906;20814.14453;84726.71875;42363.35938;0;0;297976.5;94766.25781;0;42385.62109;33865.28906;27380.72461;14675.92188;4136.604492;652.624939;11.44348526;59.11881638;4369.316406;15904.88086;29375.10742;40382.71094;1227.815796;1870.855713;2783.088135;3401.275146;3875.376221;3873.65918;3944.342773;3579.955811;2863.638428;2180.55249;1219.186523;972.1939087;0;0;118.5686798;186.1426849;459.0343933;1203.38562;3630.212402;6524.989258;8222.483398;6705.729492;2798.992188;840.2057495;222.7161255;118.0461731;0;0;135.7457275;0;0;1.000100851;133.5525818;135.7303162;41.37864304;24.82718658;16.55145836;17.5;68.64772797;136.1967926;2000;4215.894043;2.107947111;0;0.985815167;22.92846298;0;131.2288818;131.2288818;132.2441254;1;0;0
339;OFF_RB_E_gen2_1971-1980_ren_1981-1994_clr_11;1971;1980;15;1;2.299999952;3;31;13;4;2.900000095;1;0;0.352272719;0.170000002;0.300000012;0.200000003;30;0.75;1981;1994;3.69E-05;0.000546344;0.001981147;0.004744721;1981;1994;3.69E-05;0.000546344;0.001981147;0.004744721;341;1;5;1;13;0;0;1612;1289.599976;1126.400024;817.6756592;403;191.4880066;0;161.1999969;5158.399902;3739.840088;3352.959717;2.841837406;0.351885021;70.18110657;132.254776;132.254776;98.89356232;98.89356232;15.920681;1;20;339;no action;0;0;213194.7031;213194.7031;213194.7031;3794.245361;0.879304588;192304.25;0.958808482;205917.1875;0.918616891;198966.0938;1.034867525;219482.5156;31173.45117;39485.57813;33781.36719;36549.98438;31502.40234;12967.71387;0;2155.799561;1129.800049;476.6436157;3228;0.78957051;0.370360225;0.099364623;0.83510989;1.357053399;1.983385801;0;50;0;1.304859161;2;1.600000024;1;0;1;1;1;1109.629517;336.5492859;379.7945862;0;368.100769;219.4074249;583.2928467;2996.774414;84829.16406;31784.74023;16636.17578;33891.09766;0;64091.42969;11360.24707;1520.864014;6036.144531;12256.19629;0;41628.28906;20814.14453;84726.71875;42363.35938;0;0;298023.8438;94766.25781;0;42389.98438;33866.50391;27378.68164;14670.94727;4132.540039;651.6200562;11.42265511;59.0228157;4366.240234;15902.90527;29377.41211;40387.43359;1227.53772;1870.432129;2782.458008;3400.504883;3874.498779;3872.781982;3943.449463;3579.145264;2862.98999;2180.058838;1218.910522;971.9737549;0;0;119.0227051;186.9881897;461.131073;1209.855713;3649.858398;6556.863281;8253.583008;6733.448242;2815.420654;844.927124;223.8253326;118.526535;0;0;135.7457275;0;0;1.000277042;129.8604584;135.7033844;41.37864304;24.82718658;16.55145836;17.5;68.64772797;136.1967926;2000;4215.894043;2.107947111;0;0.036296237;22.92846298;0;131.2288818;131.2288818;132.2175751;1;0;0
340;OFF_RB_E_gen3_1971-1980_ren_1995-2004_clr_11;1971;1980;15;1;2.299999952;3;31;13;4;2.900000095;1;0;0.352272719;0.170000002;0.300000012;0.200000003;30;0.75;1995;2004;-2.50E-05;0.000486225;0.008284678;0.053921714;1995;2004;-2.50E-05;0.000486225;0.008284678;0.053921714;342;1;5;1;13;0;0;1612;1289.599976;1126.400024;817.6756592;403;191.4880066;0;161.1999969;5158.399902;3739.840088;3352.959717;2.841837406;0.351885021;70.06616974;132.2541504;132.2541504;98.7631073;98.7631073;15.920681;1;20;340;no action;0;0;213193.6875;213193.6875;213193.6875;3794.245361;0.879304588;192516.8125;0.958808482;205992.0469;0.918616891;199111.9688;1.034867525;219414.7188;30787.4707;38972.78906;33353.75391;36079.96875;31097.88086;12468.21289;0;2158.637207;1129.800049;476.6436157;3228;0.597268879;0.144685224;0.856683373;0.675853431;1.464348912;1.689633727;0;50;0;1.408028007;2;1.600000024;1;0;1;1;1;1197.362427;272.368927;323.5445862;0;397.2047119;219.0480499;583.2928467;2992.821289;84457.39844;31835.40625;16654.08594;33927.50781;0;64430.08984;11231.61816;1463.645996;5970.132813;12122.07324;0;41628.28906;20814.14453;84726.71875;42363.35938;0;0;297651.0938;94766.25781;0;42353.00391;33852.88672;27388.77148;14703.44531;4160.208984;658.4744873;11.55778217;59.66585159;4386.856934;15914.04492;29356.62891;40348.14844;1229.494507;1873.413574;2786.893311;3405.925537;3880.674805;3878.955322;3949.735596;3584.850586;2867.553711;2183.533936;1220.853516;973.5231323;0;0;120.2147827;187.8396912;460.0190735;1196.430908;3589.107422;6451.223145;8171.350098;6661.450195;2768.813232;837.0799561;224.2944183;119.6483765;0;0;135.7457275;0;0;1.000746846;120.0634689;135.6318359;41.37864304;24.82718658;16.55145836;17.5;68.64772797;136.1967926;2000;4215.894043;2.107947111;0;0;22.92846298;0;131.2288818;131.2288818;132.1538239;1;0;0
341;OFF_RB_E_gen4_1971-1980_ren_2005-2011_clr_11;1971;1980;15;1;2.299999952;3;31;13;4;2.900000095;1;0;0.352272719;0.170000002;0.300000012;0.200000003;30;0.75;2005;2011;-2.61E-05;-0.000301606;0.007960689;0.124540411;2005;2011;-2.61E-05;-0.000301606;0.007960689;0.124540411;343;1;5;1;13;0;0;1612;1289.599976;1126.400024;817.6756592;403;191.4880066;0;161.1999969;5158.399902;3739.840088;3352.959717;2.841837406;0.351885021;52.37754822;98.46079254;98.46079254;78.68922424;78.68922424;15.920681;1;20;341;no action;0;0;158718.7969;158718.7969;158718.7969;3794.245361;0.879304588;143409.2969;0.958808482;153389.2969;0.918616891;148294.0313;1.034867525;163316.6406;32419.48828;40727.80469;35051.63281;37820.125;33095.12891;15658.8623;0;2017.033325;1129.800049;476.6436157;3228;0.838158309;0.761227906;0.901826203;0.594211042;0.864306986;1.620575428;0;50;0;1.350479603;2;1.600000024;1;0;1;1;1;706.7227783;239.4670563;310.3207703;0;380.9702759;163.7480927;583.2928467;2384.521973;81566.20313;30574.94727;16221.31738;33047.8125;0;47349.97656;12045.13281;1069.479492;6370.07959;12934.79492;0;41628.28906;20814.14453;84726.71875;42363.35938;0;0;240285;94766.25781;0;32817.73438;25892.83008;20323.95898;10049.92578;2130.419434;220.6102142;1.787999272;12.33703232;2369.936523;11262.95605;22367.15625;31269.14258;1180.815186;1799.239502;2676.551758;3271.074707;3727.027344;3725.375977;3793.353516;3442.915527;2754.018555;2097.081299;1172.516235;934.9784546;0;0;95.61592102;158.1073303;425.95755;1221.812866;3932.351807;7071.97168;8478.023438;6921.196777;2997.41333;828.730896;193.0270844;95.27940369;0;0;100.5523911;0;0;1.000805616;92.92610931;100.4597931;41.37864304;24.82718658;16.55145836;17.5;68.64772797;136.1967926;2000;4215.894043;2.107947111;0;0;22.92846298;0;131.2288818;131.2288818;98.38140869;1;0;0
342;OFF_RB_F_1981-1990_ren_1981-1990_clr_11;1981;1990;15;1;2.299999952;3;33.10779572;13.79491425;4;2.900000095;1;0;0.352941185;0.170000002;0.300000012;0.200000003;30;0.75;1981;1990;2.13E-06;-0.00017195;0.004473071;0.084340267;1981;1990;2.13E-06;-0.00017195;0.004473071;0.084340267;344;1;5;1;13;0;0;1826.876831;1461.501465;1200.709351;871.9476318;456.7192078;204.1205902;0;182.6876831;5846.005859;4238.354492;3799.903564;2.938420057;0.340318948;58.28001404;110.6831131;110.6831131;96.76963806;96.76963806;17.37811279;1;20;342;no action;0;0;202204.4219;202204.4219;202204.4219;4300.01123;0.879304588;181789.7656;0.958808482;195090.2813;0.918616891;188296.4219;1.034867525;208349.8438;33359.16797;42680.54688;36281.17969;39386.26953;33870.44922;13458.30566;0;2089.543945;1129.800049;494.8766479;3228;0.383097261;0.761508763;0.53570354;0.490462452;1.062668443;2.942774296;0;50;0;0.980924904;2;1.600000024;1;0;1;1;1;926.5912476;224.0036163;600.6808472;0;313.605072;206.4880676;661.0447998;2932.413574;91804.0625;33404.10938;18684.21094;38064.25;0;58539.63672;11901.97266;1145.118286;6702.607422;13609.47168;0;47177.26563;23588.63281;96020.65625;48010.32813;0;0;294008.5;107398.4453;0;40935.40625;32562.69531;26007.97266;13477.68164;3332.404785;421.4642944;4.706110001;28.74166679;3581.390625;14745.7168;28127.03906;38979.20703;1290.078247;1965.726563;2924.21875;3573.753906;4071.896484;4070.092285;4144.360352;3761.495117;3008.853271;2291.128174;1281.011475;1021.493896;0;0;112.6871185;178.0396423;455.710907;1243.963257;3925.843018;7161.388672;8845.842773;7203.973633;3028.868164;870.8835449;219.0806274;112.8888855;0;0;113.2902908;0;0;1.004184365;69.0893631;112.7586136;44.10841751;26.46505165;17.64336777;17.5;73.1764679;144.7991028;2000;4482.17334;2.241086721;0;0.050814722;22.54144478;0;131.2288818;131.2288818;110.2204819;1;0;0
343;OFF_RB_F_gen2_1981-1990_ren_1991-2004_clr_11;1981;1990;15;1;2.299999952;3;33.10779572;13.79491425;4;2.900000095;1;0;0.352941185;0.170000002;0.300000012;0.200000003;30;0.75;1991;2004;2.98E-05;0.000551812;0.002404405;0.005896825;1991;2004;2.98E-05;0.000551812;0.002404405;0.005896825;345;1;5;1;13;0;0;1826.876831;1461.501465;1200.709351;871.9476318;456.7192078;204.1205902;0;182.6876831;5846.005859;4238.354492;3799.903564;2.938420057;0.340318948;58.29427719;110.6766357;110.6766357;96.78798676;96.78798676;17.37811279;1;20;343;no action;0;0;202192.5781;202192.5781;202192.5781;4300.01123;0.879304588;181892.0938;0.958808482;195119.0781;0.918616891;188363.2188;1.034867525;208302.1875;33565.44531;42873.44531;36485.53125;39586.23047;34093.10547;13682.47363;0;2089.025391;1129.800049;494.8766479;3228;0.311382979;0.193380803;0.800941467;0.5155797;1.117089391;2.577898741;0;50;0;1.031159401;2;1.600000024;1;0;1;1;1;974.043457;235.4751587;526.2022095;0;329.6652222;206.5386047;661.0447998;2932.969238;91868.32031;33394.83984;18680.72852;38057.16406;0;58485.67969;11954.21094;1209.109131;6732.307129;13669.81543;0;47177.26563;23588.63281;96020.65625;48010.32813;0;0;294060.9063;107398.4453;0;40939.64453;32563.13672;26004.37891;13470.75098;3327.568848;420.5457153;4.695603848;28.67899513;3577.619629;14742.57813;28129.01563;38983.97266;1289.720215;1965.181152;2923.407227;3572.762207;4070.766602;4068.962891;4143.210449;3760.451172;3008.018311;2290.492432;1280.655884;1021.210449;0;0;113.300705;179.1799622;458.6130676;1253.163086;3954.474365;7207.714355;8890.508789;7243.8125;3052.897705;877.6291504;220.6092834;113.5402298;0;0;113.2902908;0;0;1.00466156;65.78697968;112.6981049;44.10841751;26.46505165;17.64336777;17.5;73.1764679;144.7991028;2000;4482.17334;2.241086721;0;0;22.54144478;0;131.2288818;131.2288818;110.1615753;1;0;0
344;OFF_RB_F_gen3_1981-1990_ren_2005-2011_clr_11;1981;1990;15;1;2.299999952;3;33.10779572;13.79491425;4;2.900000095;1;0;0.352941185;0.170000002;0.300000012;0.200000003;30;0.75;2005;2011;-2.90E-05;0.000685919;0.014090124;0.093496673;2005;2011;-2.90E-05;0.000685919;0.014090124;0.093496673;346;1;5;1;13;0;0;1826.876831;1461.501465;1200.709351;871.9476318;456.7192078;204.1205902;0;182.6876831;5846.005859;4238.354492;3799.903564;2.938420057;0.340318948;45.50255203;86.50032043;86.50032043;80.33628082;80.33628082;17.37811279;1;20;344;no action;0;0;158025.4375;158025.4375;158025.4375;4300.01123;0.879304588;141715.4375;0.958808482;152339.5;0.918616891;146911.4531;1.034867525;162936.7813;35234.69922;44919.36719;38293.53125;41520.85156;36015.38672;16746.36719;0;1967.049316;1129.800049;494.8766479;3228;0.27102828;0.898086548;0.7471295;0.402444214;0.871962368;2.012221098;0;50;0;0.804888427;2;1.600000024;1;0;1;1;1;760.305542;183.8040009;410.7357483;0;257.325592;161.2170868;661.0447998;2434.432617;89020.66406;32250.01172;18260.34961;37202.49609;0;45242.79297;12675.09277;997.5961914;7114.820313;14447.19141;0;47177.26563;23588.63281;96020.65625;48010.32813;0;0;247046.0938;107398.4453;0;33134.86719;26054.55078;20237.24414;9694.693359;1798.400391;151.5754852;0.835945368;6.631772995;2031.850708;10953.11328;22410.60938;31551.05859;1245.506592;1897.811646;2823.188232;3450.282227;3931.214111;3929.472412;4001.174561;3631.537109;2904.898682;2211.970703;1236.753052;986.2017212;0;0;96.43527985;159.2974701;438.152771;1291.054321;4287.164551;7787.818359;9198.420898;7508.99707;3285.862549;884.7463379;199.9247742;96.82662201;0;0;88.1146698;0;0;1.00367105;65.78697968;87.74752045;44.10841751;26.46505165;17.64336777;17.5;73.1764679;144.7991028;2000;4482.17334;2.241086721;0;0;22.54144478;0;131.2288818;131.2288818;86.1886673;1;0;0
